ID,Estilo,Acabamento,PosDir,Instrumentos,Interior,Malas,Desempenho,Motor,Cambio,Freios,Suspensao,Consumo,Estabilidade,CustoBeneficio,Recomendacao,AvGeral
53ad24c0,10,10,10,10,10,7,10,10,10,10,10,10,8,8,10,9.533333333333333
d1639c1b,9,10,9,0,8,7,8,9,10,9,9,10,10,10,10,8.533333333333333
11f98c2a,8,7,6,9,7,7,4,5,5,8,5,5,5,7,7,6.333333333333333
94ae7cba,8,8,8,4,4,4,4,2,8,6,5,10,3,8,10,6.133333333333334
88c3d024,8,3,6,9,7,6,9,9,9,8,7,8,9,7,6,7.4
8bfad8b0,10,9,10,10,8,5,7,10,10,8,9,10,10,9,10,9.0
a977f369,7,5,3,1,4,5,1,0,5,3,2,0,5,2,0,2.8666666666666667
5eeb1d07,9,8,8,9,9,7,8,9,7,9,9,9,9,9,9,8.533333333333333
0578f449,8,7,10,10,9,8,8,10,10,9,9,7,8,10,10,8.866666666666667
b1b97235,7,6,8,7,6,8,8,8,8,8,7,7,6,8,9,7.4
3ca04a3e,5,3,4,4,5,5,5,1,5,5,6,5,5,5,6,4.6
cce5124c,10,8,7,10,10,6,7,8,10,7,7,7,8,6,8,7.933333333333334
f4d638a2,10,8,8,8,8,9,9,9,10,10,10,8,7,10,10,8.933333333333334
e9116024,9,8,10,10,10,8,10,10,8,8,9,7,8,9,9,8.866666666666667
2ce7aa04,10,9,10,10,6,10,3,8,10,8,7,4,6,8,8,7.8
d7533313,10,10,9,7,7,7,9,10,9,10,8,8,7,10,10,8.733333333333333
942c6f88,10,8,8,8,8,8,10,10,7,9,7,10,8,10,10,8.733333333333333
9f593926,9,8,10,8,10,7,10,10,10,8,8,7,7,10,10,8.8
3e186b23,8,8,10,8,9,9,10,10,9,10,9,9,9,9,10,9.133333333333333
d6385813,7,8,7,8,9,8,10,10,10,8,7,6,7,7,5,7.8
adf84fbe,9,9,9,10,8,5,8,8,8,8,7,7,7,8,10,8.066666666666666
f284d1b4,10,9,7,10,9,5,9,9,7,9,8,6,8,6,10,8.133333333333333
055bf7b0,10,5,7,7,5,7,7,10,10,7,7,5,7,7,10,7.4
7a8786ef,9,9,10,9,8,7,9,10,10,10,10,9,10,9,10,9.266666666666667
843ee9e2,8,8,9,10,9,8,6,8,9,10,9,10,10,9,10,8.866666666666667
d28a7af5,9,10,10,0,8,4,10,9,6,9,7,7,8,8,9,7.6
2f9fefb7,8,8,9,0,6,7,2,9,8,1,6,0,5,3,5,5.133333333333334
1a918e24,9,8,9,7,9,8,9,10,10,10,10,7,10,9,9,8.933333333333334
9c16eadd,8,8,10,5,5,3,3,3,2,3,5,0,6,2,0,4.2
da0c7da6,6,6,7,7,6,7,6,9,9,7,8,7,9,9,9,7.466666666666667
4067e699,6,9,9,7,10,2,5,7,9,3,8,6,9,5,10,7.0
c749ab28,9,8,9,10,9,6,8,9,8,8,8,10,8,9,9,8.533333333333333
e4235b23,10,8,7,10,9,5,7,6,9,10,9,8,8,8,10,8.266666666666667
493afb31,9,8,7,9,8,5,5,9,6,9,5,7,7,8,8,7.333333333333333
82218554,8,8,8,9,8,8,9,9,9,8,8,5,0,8,8,7.533333333333333
9a3be832,9,8,7,4,7,8,1,10,8,8,7,10,8,9,9,7.533333333333333
7c3b891c,10,8,9,5,9,8,7,8,9,9,7,2,8,6,3,7.2
3c5905f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
b3d02ace,10,10,7,5,8,8,9,10,10,10,10,10,8,7,10,8.8
47054b8f,10,8,10,10,10,8,9,9,10,10,9,10,9,8,10,9.333333333333334
47d00437,10,9,9,8,8,6,8,9,9,8,10,5,6,7,8,8.0
604c5b62,8,9,8,9,9,7,7,9,10,9,9,7,6,8,8,8.2
a6660087,9,8,9,7,7,7,7,9,9,10,8,7,7,8,9,8.066666666666666
813dfb81,10,8,9,9,8,9,9,10,10,10,10,9,10,10,10,9.4
382cddbb,9,8,9,6,7,6,7,8,6,8,7,5,7,4,7,6.933333333333334
980bd941,8,7,6,6,5,7,4,4,7,8,6,3,5,5,4,5.666666666666667
a2f3aadb,8,5,8,8,4,10,8,10,10,10,10,6,9,9,10,8.333333333333334
38d8f821,9,9,10,9,10,10,9,9,10,10,10,10,9,8,10,9.466666666666667
38f1933b,10,10,10,10,10,10,9,10,10,10,10,9,9,10,10,9.8
3879445b,8,7,8,9,8,7,5,8,9,7,7,9,7,9,8,7.733333333333333
52417fa9,9,7,8,9,8,8,9,9,8,10,9,8,8,8,9,8.466666666666667
e1632961,7,7,8,5,5,5,7,7,7,8,7,6,7,7,7,6.666666666666667
b2521cb7,10,8,9,10,9,7,10,9,9,8,8,9,9,8,10,8.866666666666667
858cbbdf,8,7,6,7,7,6,7,9,7,9,7,7,6,8,8,7.266666666666667
d7ebd2b1,7,8,7,4,6,8,5,7,6,7,8,7,7,8,7,6.8
6bdbeed4,9,6,8,10,6,6,10,10,10,8,7,8,9,10,10,8.466666666666667
50a26df5,8,9,9,9,9,7,7,8,7,9,8,9,8,8,9,8.266666666666667
5a29da2b,6,8,7,9,8,4,6,9,9,10,3,4,4,9,9,7.0
311287fe,9,7,10,9,9,5,8,8,10,10,10,8,9,8,10,8.666666666666666
97fef9c1,9,8,10,9,10,7,10,10,10,8,10,8,6,7,8,8.666666666666666
bd7dabab,10,8,6,10,9,8,9,8,9,8,7,9,8,9,10,8.533333333333333
6435b67c,7,8,7,7,9,5,7,9,7,9,7,10,8,9,10,7.933333333333334
9c52072e,9,9,10,10,10,9,9,9,10,10,10,9,9,10,10,9.533333333333333
68863cf7,7,4,2,5,3,4,4,5,4,3,3,7,4,5,7,4.466666666666667
e4fdca57,9,9,8,10,9,7,8,9,8,8,8,9,9,8,8,8.466666666666667
7746d453,10,10,9,9,7,5,7,9,9,7,8,3,4,8,9,7.6
2b4e4ea1,8,9,8,9,9,7,10,7,7,8,8,6,7,8,9,8.0
14232342,10,9,9,8,9,9,9,10,10,9,8,7,9,6,10,8.8
2a137187,6,5,7,7,3,10,3,6,6,6,5,3,7,4,6,5.6
889e8c1c,8,7,7,6,7,9,6,7,7,7,8,3,5,7,5,6.6
5fa3f3e1,7,8,6,6,7,6,0,1,6,3,2,1,1,2,5,4.066666666666666
5425dbe4,9,8,9,8,6,5,5,7,10,7,10,6,9,10,10,7.933333333333334
c62d9d4c,7,3,5,4,6,5,4,9,8,8,6,6,7,8,8,6.266666666666667
1c16b415,10,10,7,7,10,6,9,9,8,4,8,7,9,10,10,8.266666666666667
2daa26ed,9,10,8,5,7,7,9,9,7,8,8,7,10,7,9,8.0
4cd09195,5,5,7,6,6,4,7,8,8,8,7,6,6,7,7,6.466666666666667
6920f8d0,9,7,7,8,8,7,9,9,9,9,8,10,8,10,10,8.533333333333333
d8950783,9,9,10,8,9,9,9,9,10,10,8,6,9,8,10,8.866666666666667
41b19df9,8,7,9,6,7,6,7,8,7,9,9,8,7,8,8,7.6
2ace1c1b,10,8,10,7,5,5,8,10,10,10,8,2,10,10,10,8.2
0c5123e7,10,10,9,8,9,9,7,10,10,10,10,10,10,10,10,9.466666666666667
3ae1c330,9,7,8,6,9,4,8,9,9,10,9,4,10,10,10,8.133333333333333
b2ff1eb8,7,3,5,6,5,3,3,5,0,6,5,4,0,6,0,3.8666666666666667
893a8745,8,9,10,10,10,5,6,9,10,10,9,8,10,7,8,8.6
8128e422,10,7,8,6,8,7,7,8,8,10,10,8,8,10,10,8.333333333333334
91e5622c,9,7,8,8,8,7,5,6,7,9,9,7,8,9,9,7.733333333333333
0197931c,8,8,7,6,8,7,6,7,7,7,8,7,8,8,8,7.333333333333333
0c5bc7e7,9,8,9,9,10,8,6,10,9,10,9,9,9,9,9,8.866666666666667
2e59b3dc,8,8,7,8,9,8,8,10,10,8,8,8,7,8,9,8.266666666666667
d7074808,10,10,9,9,10,10,9,10,9,10,10,8,10,9,10,9.533333333333333
61394f25,9,7,9,3,9,5,6,9,9,10,9,7,8,7,9,7.733333333333333
64bab537,8,6,9,5,5,8,8,8,8,8,6,6,5,7,0,6.466666666666667
342299fe,10,8,10,8,5,6,5,8,8,8,10,5,7,6,8,7.466666666666667
dbb58620,7,7,8,7,7,7,7,7,7,7,7,7,7,9,8,7.266666666666667
a62c80b5,8,8,7,6,7,7,8,6,7,5,6,8,5,6,7,6.733333333333333
ca0b7ce6,8,7,7,5,6,4,5,8,5,6,8,5,8,6,6,6.266666666666667
2e027fd1,9,10,7,9,8,9,10,10,10,8,9,7,8,9,9,8.8
0ad280a4,9,8,9,8,8,7,8,9,9,9,9,9,9,10,10,8.733333333333333
d6860655,9,8,9,8,8,8,7,8,8,8,8,8,8,8,9,8.133333333333333
8c001c66,8,7,7,10,7,5,7,7,9,8,8,6,8,7,8,7.466666666666667
52b2b67a,6,4,5,6,4,1,4,0,6,5,6,5,4,5,6,4.466666666666667
7fc85d90,9,8,9,7,9,10,8,9,9,10,10,10,9,10,10,9.133333333333333
b8ef780f,10,8,9,9,9,7,8,10,9,10,10,10,10,10,10,9.266666666666667
f484e9e6,7,8,8,5,8,6,4,7,9,9,9,3,7,7,7,6.933333333333334
7186fafb,7,7,7,7,8,6,6,8,7,9,8,9,8,9,10,7.733333333333333
d8503079,8,10,9,9,9,8,9,10,10,10,9,10,10,10,10,9.4
d66584fc,8,7,7,6,6,6,5,6,7,9,9,6,7,7,7,6.866666666666666
46851da7,9,9,9,8,8,8,4,4,7,9,4,4,9,6,8,7.066666666666666
abdbfd67,9,8,8,9,9,9,9,10,10,10,10,8,8,10,10,9.133333333333333
2768d3dc,9,9,10,9,10,10,10,10,10,10,9,10,10,9,10,9.666666666666666
217fb8bd,9,10,9,10,10,8,10,10,10,8,9,8,9,5,9,8.933333333333334
17692b4e,8,8,7,8,8,5,0,6,6,10,6,1,1,3,0,5.133333333333334
4a663475,10,9,8,7,9,9,9,10,10,9,9,8,8,9,10,8.933333333333334
807ded66,9,8,8,8,7,7,2,5,2,8,5,5,8,8,7,6.466666666666667
a0bad323,9,8,8,8,8,8,6,7,6,7,7,7,8,7,7,7.4
d95005ef,7,5,10,9,8,6,4,6,6,8,8,9,9,9,8,7.466666666666667
43fafb7b,9,7,10,10,7,8,8,10,7,10,8,8,10,9,8,8.6
e39a652e,9,6,7,7,6,6,9,7,6,10,8,5,8,7,8,7.266666666666667
ac70fa6d,5,3,5,5,5,5,6,4,4,4,3,6,5,5,3,4.533333333333333
e4735466,10,7,7,6,8,6,8,8,8,7,9,7,8,9,10,7.866666666666666
a0afdf20,9,9,7,10,10,9,8,5,8,8,6,2,7,8,8,7.6
9d6e0391,6,3,5,10,5,6,4,4,3,4,5,9,5,9,7,5.666666666666667
9d8e0713,9,9,10,10,10,9,9,10,8,10,8,6,10,10,9,9.133333333333333
bcbfb732,7,6,7,8,8,7,6,8,8,7,6,6,8,8,7,7.133333333333334
bbe55343,9,6,10,9,7,6,8,9,8,10,10,7,10,9,9,8.466666666666667
0c621737,9,6,8,7,5,4,4,7,4,6,4,6,8,6,6,6.0
5d925751,10,8,7,10,10,10,8,10,7,10,9,10,7,10,10,9.066666666666666
11b64fac,8,6,8,10,8,8,10,7,4,9,8,10,8,8,4,7.733333333333333
80f10f57,10,8,9,10,9,10,9,9,9,10,9,10,9,10,10,9.4
f02b5565,9,8,5,9,9,9,4,7,7,8,6,5,7,7,6,7.066666666666666
66e3d6c2,8,7,8,10,7,7,6,8,6,8,8,8,7,8,5,7.4
54dd58a9,10,10,10,10,10,9,9,10,9,10,9,8,10,9,10,9.533333333333333
516595c4,9,9,9,9,9,7,8,9,9,9,9,8,9,7,10,8.666666666666666
65d6194b,7,6,7,7,7,5,7,7,7,7,5,4,6,5,1,5.866666666666666
78d9cdba,9,6,8,9,7,8,9,8,9,9,7,9,7,8,8,8.066666666666666
fb974661,9,9,10,10,8,9,9,10,10,10,10,10,9,10,10,9.533333333333333
3cda52db,8,7,8,8,8,6,6,6,6,8,8,8,8,7,8,7.333333333333333
a1a1e675,8,7,8,8,8,6,8,9,9,8,8,8,9,8,9,8.066666666666666
58a4b188,9,8,8,9,7,6,9,9,9,9,8,9,8,9,9,8.4
75aff886,8,7,6,7,7,7,6,7,7,7,7,0,7,7,6,6.4
05db8062,9,7,10,0,8,8,8,8,8,8,8,8,10,10,8,7.866666666666666
ed91798a,8,8,8,9,8,7,5,5,7,8,9,6,7,7,8,7.333333333333333
7dfde695,8,4,6,8,6,7,5,6,6,6,6,8,7,6,5,6.266666666666667
2687016b,9,2,9,10,4,4,8,7,8,8,5,7,8,6,8,6.866666666666666
ddd0b456,9,1,8,10,8,7,7,5,8,8,8,2,7,7,5,6.666666666666667
43f37604,9,2,8,8,7,7,9,8,9,9,7,5,9,2,0,6.6
d0ea8cef,10,9,9,9,9,9,10,10,10,10,10,9,9,9,10,9.466666666666667
b459d990,7,5,7,7,6,6,6,2,0,5,0,0,7,4,0,4.133333333333334
2364a5e2,9,7,6,10,7,5,3,3,3,8,8,7,7,7,5,6.333333333333333
eedc1889,5,5,3,7,4,6,3,4,2,5,5,4,6,3,2,4.266666666666667
d9cbbf0c,10,5,5,9,6,9,6,7,6,10,1,8,5,3,3,6.2
8d132e7d,8,8,10,8,8,8,8,7,8,8,9,9,9,9,9,8.4
e6a2b2f5,9,6,6,10,9,8,4,9,9,8,8,9,9,8,8,8.0
3182cd56,7,7,6,9,8,8,7,8,8,8,9,8,8,8,7,7.733333333333333
c135928a,8,8,8,8,4,8,0,0,8,8,8,0,8,0,0,5.066666666666666
2ab1d48f,9,0,7,7,7,4,1,3,6,6,3,6,6,5,6,5.066666666666666
d0d60e5d,9,8,7,8,8,7,6,9,6,7,8,1,6,7,3,6.666666666666667
2b4dbae6,9,8,7,8,7,7,6,4,4,7,4,3,8,5,0,5.8
75711204,9,8,9,8,7,6,6,7,7,8,7,5,7,8,8,7.333333333333333
4d939ec2,9,3,5,8,4,3,5,4,6,6,3,5,4,4,1,4.666666666666667
1ea42f22,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,9.866666666666667
01a77ae8,8,6,10,10,9,10,8,9,9,10,7,10,8,9,8,8.733333333333333
a75fbd36,10,0,5,7,6,3,9,8,7,8,6,8,9,3,3,6.133333333333334
6c084ef3,8,5,8,10,10,10,9,10,9,10,9,6,10,7,7,8.533333333333333
9617ed2e,9,7,9,9,8,8,8,9,10,9,10,9,9,10,10,8.933333333333334
e985025a,8,8,8,9,7,8,6,7,7,8,8,10,7,9,10,8.0
00e3d741,10,10,8,10,10,4,9,10,8,9,9,3,10,10,10,8.666666666666666
e6dcd331,7,8,9,9,7,8,7,7,8,9,9,7,6,8,0,7.266666666666667
072b2331,9,8,9,10,10,8,8,9,10,10,10,10,10,9,10,9.333333333333334
117106e5,8,6,8,9,8,8,8,6,6,7,5,8,7,7,5,7.066666666666666
d788b58d,9,5,7,8,6,7,9,9,9,9,8,7,7,5,7,7.466666666666667
59d25cbf,9,8,8,9,7,4,8,7,7,6,4,9,9,4,5,6.933333333333334
c5330ae5,9,6,8,9,9,6,7,8,6,8,8,7,5,6,8,7.333333333333333
a9e2bf97,10,9,10,10,8,8,10,8,10,10,10,7,10,8,10,9.2
4daeed5b,10,7,10,0,9,9,2,7,5,9,8,2,8,6,0,6.133333333333334
1c03eaac,8,6,9,8,7,5,1,8,1,9,8,4,7,5,5,6.066666666666666
82327da8,9,8,8,9,8,7,10,9,8,10,8,10,9,8,8,8.6
e70fc0a2,9,7,9,10,9,7,10,10,9,9,8,10,8,9,10,8.933333333333334
c1c6b35d,10,7,9,10,9,9,10,10,7,9,9,9,9,9,7,8.866666666666667
b03aaf2c,6,6,6,7,6,6,8,7,6,7,6,7,7,7,6,6.533333333333333
3d2d7b42,8,7,6,7,7,6,6,6,6,7,7,7,8,8,7,6.866666666666666
32af5db3,8,7,9,9,9,6,10,10,10,10,5,9,8,8,8,8.4
8ed2c3ea,8,9,9,9,9,9,8,7,9,10,5,6,8,7,5,7.866666666666666
0a2d7ba6,7,3,7,0,7,7,5,7,7,5,7,5,7,6,0,5.333333333333333
65f2dbfe,10,9,9,10,10,9,10,10,10,10,10,8,10,10,10,9.666666666666666
0ef3415f,9,7,6,9,8,6,4,5,6,6,6,4,6,7,6,6.333333333333333
5dcecb05,10,6,9,10,10,9,10,9,8,10,10,9,10,10,10,9.333333333333334
388bd61d,10,8,10,10,9,10,8,8,8,9,7,9,9,8,9,8.8
9741313f,7,7,10,10,8,8,6,10,7,8,8,7,8,9,8,8.066666666666666
70ffa6b4,8,8,7,10,8,7,9,7,8,7,7,7,6,5,0,6.933333333333334
7fa32016,10,10,10,10,10,10,10,10,10,10,10,7,10,9,10,9.733333333333333
1969a7d2,10,6,8,10,9,7,10,10,8,9,7,8,10,7,9,8.533333333333333
955791a1,8,6,7,8,7,7,7,7,7,7,7,6,7,7,7,7.0
b587bc7b,9,4,8,9,6,6,8,8,7,9,8,9,8,7,6,7.466666666666667
c687151c,10,7,9,9,9,8,9,10,9,9,9,8,9,8,8,8.733333333333333
d13a2c68,8,6,10,9,8,6,5,9,9,4,5,4,7,5,4,6.6
015beba3,9,8,7,8,7,6,6,7,6,8,7,8,6,8,8,7.266666666666667
19db2b28,8,8,8,8,8,6,4,4,2,8,8,7,8,6,4,6.466666666666667
605d7d45,6,6,8,9,8,7,7,6,7,9,8,5,9,8,7,7.333333333333333
3514c8af,10,9,9,10,10,9,8,10,9,10,9,7,10,10,10,9.333333333333334
05fc22fc,7,4,5,5,5,4,7,7,7,7,6,5,6,6,6,5.8
260ca6ec,9,0,9,7,7,5,8,0,0,8,0,5,5,1,0,4.266666666666667
53367fe3,10,4,8,9,4,7,7,5,5,8,3,10,10,6,7,6.866666666666666
138e5e25,8,8,5,6,8,5,3,3,3,8,4,3,4,6,4,5.2
431fa96b,6,0,0,9,0,8,6,5,7,8,5,5,5,2,0,4.4
f58dc815,9,5,2,10,5,4,1,3,3,10,8,1,9,7,2,5.266666666666667
e6732639,8,6,7,8,7,7,9,7,6,10,7,3,8,5,5,6.866666666666666
825c3e72,9,7,9,8,10,9,8,9,8,8,10,8,8,10,9,8.666666666666666
8d534508,8,9,7,10,8,8,7,4,6,7,8,9,8,7,6,7.466666666666667
37d27f93,8,2,3,9,7,7,8,8,7,6,5,7,6,8,8,6.6
5d4fed7f,8,5,8,8,6,6,7,2,5,8,2,8,7,4,2,5.733333333333333
de6a7308,9,8,8,9,9,7,3,4,5,8,5,1,9,5,7,6.466666666666667
c2d6a751,9,7,9,9,9,8,10,8,7,9,8,9,8,9,9,8.533333333333333
8de574e6,6,6,3,5,5,3,6,6,4,8,5,3,5,4,3,4.8
0cd8dcba,10,7,9,10,8,9,10,10,5,8,7,10,9,9,9,8.666666666666666
e12498e8,9,8,8,7,7,6,8,8,8,10,9,8,9,9,9,8.2
649e73ee,8,7,4,8,5,6,5,4,1,8,6,1,6,5,3,5.133333333333334
0ea49f67,9,6,6,10,10,10,10,10,7,8,8,8,9,7,3,8.066666666666666
2be90905,9,8,9,10,10,9,8,8,9,10,7,10,10,9,9,9.0
729094b2,8,7,7,8,8,3,3,1,8,8,4,9,9,8,5,6.4
38b1fb42,9,8,9,10,9,5,5,5,9,9,8,9,9,8,5,7.8
2c52437b,10,9,9,9,9,9,10,10,9,10,8,10,10,9,10,9.4
bd68b020,10,5,9,10,9,9,10,10,8,10,7,10,8,9,8,8.8
8b6b0eb6,9,8,8,9,9,9,9,8,8,9,8,8,9,9,8,8.533333333333333
7e06dbd1,9,9,9,10,10,9,10,10,6,10,9,10,9,10,10,9.333333333333334
2ddb3912,8,7,0,8,7,7,7,8,8,8,7,8,8,8,5,6.933333333333334
77f2e744,8,9,9,10,8,8,10,10,9,10,7,9,8,9,10,8.933333333333334
92302ce3,9,9,9,9,9,9,6,6,7,10,9,8,9,9,8,8.4
498d2489,10,10,10,5,10,10,4,0,10,10,0,5,10,5,0,6.6
47f9902d,7,6,7,8,7,6,8,8,8,8,7,7,7,7,6,7.133333333333334
0e3a8acd,9,7,9,10,9,9,8,7,9,10,9,8,9,10,10,8.866666666666667
aaf1218f,8,10,10,10,10,8,8,9,10,10,9,9,9,9,10,9.266666666666667
e58a44ef,9,5,9,9,8,6,7,7,8,8,6,8,7,9,7,7.533333333333333
6584dea3,10,6,6,8,9,7,9,9,7,9,5,4,8,5,5,7.133333333333334
56806526,10,8,10,10,9,9,8,9,8,8,9,8,9,9,9,8.866666666666667
de25e259,9,8,10,9,9,7,6,7,7,10,8,10,9,8,8,8.333333333333334
7691df0b,10,1,8,8,8,8,3,1,9,1,9,3,9,1,1,5.333333333333333
096ce3e6,10,8,10,10,8,8,8,8,8,8,6,5,9,8,8,8.133333333333333
73d422b9,9,7,8,9,8,7,7,10,8,8,7,7,8,7,8,7.866666666666666
47fc73cb,8,8,7,8,9,7,9,9,7,8,9,8,7,10,8,8.133333333333333
c511adad,10,9,9,9,9,9,8,9,8,8,10,5,9,9,7,8.533333333333333
9dec0678,9,8,9,9,9,9,8,7,7,9,6,10,9,8,8,8.333333333333334
0156e88f,8,8,9,9,10,7,7,7,7,10,9,9,9,8,8,8.333333333333334
811ea7d8,9,8,9,10,9,9,9,9,9,9,9,9,9,10,9,9.066666666666666
4013385e,9,8,9,9,7,7,6,8,8,3,1,8,8,6,2,6.6
bb1c701e,10,8,9,10,9,10,9,9,8,10,9,9,10,9,9,9.2
a79e5c4c,9,7,9,9,8,7,7,5,6,8,7,8,7,7,7,7.4
955b8508,7,3,7,6,7,9,9,8,8,8,8,6,7,7,5,7.0
fd73073f,10,7,9,9,9,9,7,8,8,10,9,5,9,8,9,8.4
4673a051,9,10,10,10,10,9,7,7,5,8,8,7,8,7,7,8.133333333333333
571a09ec,10,8,8,9,10,9,9,9,10,9,9,10,9,10,10,9.266666666666667
af28b1a4,9,7,8,5,8,8,2,2,0,9,9,8,9,0,0,5.6
d75999e6,8,2,8,8,7,7,7,8,8,8,8,5,7,6,5,6.8
458f5fbe,8,7,7,8,8,7,7,7,8,8,8,9,8,8,8,7.733333333333333
b583e2f4,10,2,7,10,10,10,10,8,5,8,8,6,10,8,3,7.666666666666667
43b9caf9,10,5,9,10,8,7,10,10,10,10,8,9,10,7,8,8.733333333333333
04a085ed,9,7,9,7,7,7,1,7,7,8,9,0,8,5,0,6.066666666666666
7d0804a1,6,6,7,8,8,6,4,6,6,9,1,1,5,5,1,5.266666666666667
504ef590,9,7,9,9,7,7,8,7,9,8,7,9,8,7,8,7.933333333333334
6950390a,10,8,10,10,9,7,5,7,9,10,8,4,9,8,8,8.133333333333333
7fb65417,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10.0
ac34fc6c,8,7,8,10,7,7,10,10,6,9,9,10,9,8,9,8.466666666666667
816ae788,10,7,8,7,9,8,8,8,8,8,8,0,8,8,7,7.466666666666667
a78d35bb,9,7,10,10,8,8,10,9,9,8,7,9,8,8,9,8.6
3dcb93a8,8,8,7,9,8,7,5,8,7,8,9,6,8,7,6,7.4
fa5825ff,10,0,8,8,7,7,8,6,7,1,7,8,9,7,3,6.4
f1c2606c,8,4,7,7,7,7,9,9,3,7,5,6,8,5,5,6.466666666666667
c6e1b97e,8,0,0,8,1,3,3,7,7,0,7,0,0,0,0,2.933333333333333
f34a4079,9,6,9,7,8,8,8,8,7,8,8,7,8,7,5,7.533333333333333
f4e27209,7,7,7,7,6,6,5,5,4,7,7,0,5,0,0,4.866666666666666
0f19e1d4,10,8,9,10,9,8,6,9,8,8,9,8,9,8,9,8.533333333333333
87d79296,10,9,9,9,8,8,9,8,8,8,8,8,9,9,9,8.6
08b867e1,8,5,10,10,8,5,5,5,5,8,8,8,8,8,4,7.0
183fb580,8,5,7,8,8,7,9,8,8,8,8,5,8,8,8,7.533333333333333
822c51b3,9,8,9,10,6,6,4,4,8,8,5,4,8,9,6,6.933333333333334
262a46ec,9,8,9,10,8,8,9,9,9,9,10,8,10,9,10,9.0
fdc90216,10,9,9,9,10,10,8,10,9,9,9,10,10,9,9,9.333333333333334
3746a076,10,8,9,9,8,7,8,6,6,7,7,7,7,6,9,7.6
b74b9ac0,9,8,9,7,7,7,9,8,8,8,7,7,7,7,9,7.8
f39f3b46,8,8,8,6,7,5,7,8,6,6,7,6,6,5,1,6.266666666666667
4db30f44,7,2,2,8,9,8,7,6,1,2,2,5,6,3,0,4.533333333333333
7c800d14,9,5,9,9,7,5,9,5,7,7,8,9,6,4,2,6.733333333333333
bbbd470a,8,4,6,6,6,4,3,7,7,6,0,7,0,4,4,4.8
833ec2af,8,7,9,8,8,7,4,5,8,7,5,6,6,5,7,6.666666666666667
e5e01211,10,3,8,10,9,9,4,2,8,10,3,4,9,5,1,6.333333333333333
3bae6598,8,4,7,8,8,7,6,8,9,9,9,8,9,7,5,7.466666666666667
007684da,9,8,8,9,9,7,9,6,6,8,6,9,9,9,8,8.0
0b16910f,10,8,10,10,10,9,9,9,10,9,10,8,10,10,10,9.466666666666667
7f1586a0,10,10,9,10,10,8,8,10,6,10,9,8,9,9,10,9.066666666666666
e4dbea01,8,5,5,10,7,8,5,6,9,7,5,9,5,9,9,7.133333333333334
249ef15a,8,5,7,2,2,2,7,5,0,5,4,7,5,2,0,4.066666666666666
e6a24e01,9,8,7,10,9,7,8,5,4,8,9,8,9,8,8,7.8
40faf62a,10,8,8,8,10,10,5,6,5,9,10,10,10,8,10,8.466666666666667
9ad19c46,7,7,5,6,7,3,8,5,3,10,9,9,7,5,1,6.133333333333334
6ca96235,9,8,9,10,9,7,9,9,8,10,8,9,9,9,10,8.866666666666667
a9d17310,8,5,6,8,2,2,7,7,7,8,6,7,8,6,6,6.2
5ce6b9b6,10,8,8,8,8,7,8,7,7,8,8,8,8,8,8,7.933333333333334
10f78e95,9,8,9,10,9,6,7,9,8,9,9,10,8,10,10,8.733333333333333
0432015b,9,8,8,10,9,7,6,8,7,9,9,7,9,8,9,8.2
98d60f23,10,10,10,10,10,8,8,8,9,9,9,8,10,10,10,9.266666666666667
cc2f11ca,9,9,8,9,10,4,7,8,5,8,8,7,9,8,10,7.933333333333334
178c293a,10,10,9,10,10,5,8,9,9,10,10,8,10,10,9,9.133333333333333
1ef55d22,9,7,9,10,10,8,10,8,9,10,10,9,9,10,8,9.066666666666666
9cbf1063,9,5,8,4,8,8,5,6,8,6,5,7,5,5,0,5.933333333333334
11abcc53,10,10,10,10,10,7,9,10,9,8,10,9,9,10,10,9.4
5ce62077,9,9,9,9,8,7,9,9,8,9,10,8,8,9,9,8.666666666666666
847d1c0b,9,8,8,10,8,8,7,7,8,9,9,8,9,9,9,8.4
b51050bb,10,8,7,10,9,10,10,9,9,10,9,8,8,8,9,8.933333333333334
480cf53f,9,9,8,10,9,8,6,7,9,9,10,8,9,9,8,8.533333333333333
16adc622,9,9,9,10,9,8,9,10,10,9,10,9,10,10,10,9.4
c441c9c5,10,6,4,9,2,7,8,9,8,8,9,6,7,8,6,7.133333333333334
34738301,10,9,9,9,9,8,9,8,8,8,9,10,9,10,10,9.0
9e2ad4ae,8,6,8,5,7,8,7,9,7,8,7,5,8,9,10,7.466666666666667
88d69bb3,8,5,8,5,8,8,5,8,7,7,7,6,5,8,5,6.666666666666667
77661a4f,5,3,5,3,3,7,3,7,5,7,5,3,5,7,7,5.0
6c29ce19,8,5,8,7,9,8,8,8,4,5,5,6,8,10,8,7.133333333333334
aa02db7a,8,2,7,7,6,7,8,10,10,10,10,10,7,10,10,8.133333333333333
9e28e0e0,4,2,4,7,4,7,8,8,8,1,4,8,1,5,7,5.2
704ef231,9,8,10,10,6,8,7,8,8,8,7,10,9,10,10,8.533333333333333
2a1789ae,6,4,8,3,4,5,3,9,7,7,8,8,8,10,10,6.666666666666667
a1512795,6,6,9,5,6,8,8,9,8,7,9,7,7,10,10,7.666666666666667
